id,tx,ty,tz,qx,qy,qz,qw,t
598,-22025.664062,15323.808594,350.520905,0.000783,-0.004425,0.174188,0.984702,19.966667
599,-21857.273438,15340.497070,351.025177,0.000761,-0.004333,0.172955,0.984920,20.000000
600,-21689.500000,15356.731445,351.528961,0.000739,-0.004242,0.171669,0.985145,20.033333
601,-21522.369141,15372.524414,352.032104,0.000718,-0.004152,0.170326,0.985379,20.066667
602,-21355.908203,15387.884766,352.534485,0.000696,-0.004063,0.168925,0.985620,20.100000
603,-21190.148438,15402.828125,353.036133,0.000675,-0.003975,0.167462,0.985870,20.133333
604,-21025.113281,15417.363281,353.536804,0.000654,-0.003888,0.165937,0.986128,20.166667
605,-20860.835938,15431.503906,354.036499,0.000634,-0.003803,0.164346,0.986395,20.200000
606,-20697.345703,15445.263672,354.535095,0.000613,-0.003718,0.162687,0.986670,20.233333
607,-20534.664062,15458.652344,355.032440,0.000593,-0.003635,0.160959,0.986954,20.266667
608,-20372.824219,15471.682617,355.528503,0.000573,-0.003554,0.159158,0.987246,20.300000
609,-20211.853516,15484.367188,356.023132,0.000553,-0.003473,0.157283,0.987547,20.333333
610,-20051.781250,15496.717773,356.516266,0.000534,-0.003394,0.155332,0.987856,20.366667
611,-19892.634766,15508.746094,357.007782,0.000515,-0.003317,0.153301,0.988174,20.400000
612,-19734.441406,15520.464844,357.497589,0.000496,-0.003240,0.151189,0.988499,20.433333
613,-19577.230469,15531.885742,357.985565,0.000477,-0.003166,0.148994,0.988833,20.466667
614,-19421.031250,15543.019531,358.471619,0.000459,-0.003092,0.146713,0.989174,20.500000
615,-19265.871094,15553.881836,358.955719,0.000441,-0.003021,0.144343,0.989523,20.533333
616,-19111.777344,15564.482422,359.437653,0.000423,-0.002951,0.141884,0.989879,20.566667
617,-18958.779297,15574.832031,359.917419,0.000406,-0.002882,0.139332,0.990242,20.600000
618,-18806.906250,15584.945312,360.394836,0.000388,-0.002815,0.136684,0.990611,20.633333
619,-18656.183594,15594.833008,360.869843,0.000372,-0.002750,0.133940,0.990986,20.666667
620,-18506.640625,15604.507812,361.342346,0.000355,-0.002686,0.131096,0.991366,20.700000
621,-18358.310547,15613.981445,361.812256,0.000339,-0.002625,0.128150,0.991751,20.733333
622,-18211.214844,15623.266602,362.279419,0.000323,-0.002565,0.125100,0.992141,20.766667
623,-18065.382812,15632.374023,362.743805,0.000308,-0.002506,0.121943,0.992534,20.800000
624,-17920.847656,15641.316406,363.205261,0.000293,-0.002450,0.118678,0.992930,20.833333
625,-17777.634766,15650.106445,363.663696,0.000278,-0.002396,0.115301,0.993328,20.866667
626,-17635.769531,15658.754883,364.119049,0.000264,-0.002343,0.111811,0.993727,20.900000
627,-17495.285156,15667.277344,364.571198,0.000250,-0.002293,0.108205,0.994126,20.933333
628,-17356.207031,15675.680664,365.019989,0.000236,-0.002244,0.104482,0.994524,20.966667
629,-17218.562500,15683.980469,365.465363,0.000222,-0.002198,0.100638,0.994921,21.000000
630,-17082.382812,15692.188477,365.907257,0.000209,-0.002153,0.096671,0.995314,21.033333
631,-16947.695312,15700.314453,366.345520,0.000196,-0.002111,0.092579,0.995703,21.066667
632,-16814.527344,15708.375000,366.780121,0.000184,-0.002070,0.088360,0.996086,21.100000
633,-16682.906250,15716.377930,367.210876,0.000171,-0.002032,0.084012,0.996463,21.133333
634,-16552.863281,15724.336914,367.637695,0.000159,-0.001996,0.079531,0.996830,21.166667
635,-16424.425781,15732.264648,368.060547,0.000147,-0.001963,0.074917,0.997188,21.200000
636,-16297.620117,15740.170898,368.479248,0.000136,-0.001931,0.070166,0.997533,21.233333
637,-16172.478516,15748.071289,368.893768,0.000124,-0.001902,0.065276,0.997865,21.266667
638,-16049.025391,15755.974609,369.303986,0.000113,-0.001876,0.060246,0.998182,21.300000
639,-15927.289062,15763.895508,369.709778,0.000102,-0.001851,0.055072,0.998481,21.333333
640,-15807.300781,15771.843750,370.111053,0.000091,-0.001829,0.049753,0.998760,21.366667
641,-15689.087891,15779.833984,370.507721,0.000080,-0.001810,0.044286,0.999017,21.400000
642,-15572.677734,15787.875977,370.899658,0.000069,-0.001793,0.038670,0.999250,21.433333
643,-15458.099609,15795.982422,371.286804,0.000059,-0.001779,0.032902,0.999457,21.466667
644,-15345.379883,15804.166992,371.669006,0.000048,-0.001767,0.026980,0.999634,21.500000
645,-15234.546875,15812.439453,372.046265,0.000037,-0.001757,0.020901,0.999780,21.533333
646,-15125.633789,15820.812500,372.418335,0.000026,-0.001751,0.014664,0.999891,21.566667
647,-15018.662109,15829.299805,372.785278,0.000014,-0.001747,0.008267,0.999964,21.600000
648,-14913.665039,15837.912109,373.146851,0.000003,-0.001745,0.001708,0.999997,21.633333
649,-14811.244141,15846.463867,373.503357,-0.000009,-0.001751,-0.005382,0.999984,21.666667
650,-14711.953125,15854.765625,373.855072,-0.000024,-0.001769,-0.013347,0.999909,21.700000
651,-14615.740234,15862.820312,374.201904,-0.000040,-0.001798,-0.022152,0.999753,21.733333
652,-14522.556641,15870.631836,374.543854,-0.000058,-0.001837,-0.031760,0.999494,21.766667
653,-14432.350586,15878.203125,374.880859,-0.000080,-0.001887,-0.042135,0.999110,21.800000
654,-14345.073242,15885.538086,375.212891,-0.000104,-0.001946,-0.053241,0.998580,21.833333
655,-14260.673828,15892.640625,375.539856,-0.000131,-0.002015,-0.065039,0.997881,21.866667
656,-14179.101562,15899.514648,375.861725,-0.000163,-0.002092,-0.077493,0.996991,21.900000
657,-14100.306641,15906.164062,376.178497,-0.000198,-0.002178,-0.090564,0.995888,21.933333
658,-14024.239258,15912.590820,376.490082,-0.000238,-0.002271,-0.104212,0.994552,21.966667
659,-13950.849609,15918.799805,376.796448,-0.000283,-0.002371,-0.118399,0.992963,22.000000
660,-13880.085938,15924.793945,377.097534,-0.000333,-0.002478,-0.133084,0.991102,22.033333
661,-13811.899414,15930.578125,377.393311,-0.000388,-0.002591,-0.148226,0.988950,22.066667
662,-13746.239258,15936.155273,377.683746,-0.000450,-0.002709,-0.163785,0.986492,22.100000
663,-13683.055664,15941.528320,377.968750,-0.000517,-0.002831,-0.179719,0.983714,22.133333
664,-13622.297852,15946.701172,378.248322,-0.000591,-0.002958,-0.195986,0.980602,22.166667
665,-13563.915039,15951.678711,378.522400,-0.000672,-0.003088,-0.212544,0.977146,22.200000
666,-13507.858398,15956.462891,378.790924,-0.000759,-0.003222,-0.229351,0.973338,22.233333
667,-13454.077148,15961.058594,379.053864,-0.000853,-0.003357,-0.246364,0.969171,22.266667
668,-13402.521484,15965.468750,379.311188,-0.000954,-0.003494,-0.263541,0.964641,22.300000
669,-13353.139648,15969.697266,379.562805,-0.001063,-0.003631,-0.280839,0.959747,22.333333
670,-13305.883789,15973.748047,379.808716,-0.001178,-0.003769,-0.298218,0.954490,22.366667
671,-13260.702148,15977.623047,380.048859,-0.001300,-0.003907,-0.315634,0.948872,22.400000
672,-13217.544922,15981.329102,380.283173,-0.001428,-0.004044,-0.333047,0.942900,22.433333
673,-13176.360352,15984.866211,380.511627,-0.001564,-0.004179,-0.350418,0.936583,22.466667
674,-13137.100586,15988.240234,380.734192,-0.001705,-0.004312,-0.367704,0.929931,22.500000
675,-13099.714844,15991.455078,380.950775,-0.001853,-0.004443,-0.384869,0.922959,22.533333
676,-13064.152344,15994.512695,381.161346,-0.002006,-0.004570,-0.401874,0.915681,22.566667
677,-13030.362305,15997.417969,381.365906,-0.002164,-0.004694,-0.418683,0.908118,22.600000
678,-12998.295898,16000.174805,381.564362,-0.002328,-0.004814,-0.435259,0.900290,22.633333
679,-12967.902344,16002.785156,381.756653,-0.002495,-0.004930,-0.451568,0.892220,22.666667
680,-12939.131836,16005.253906,381.942810,-0.002666,-0.005041,-0.467578,0.883934,22.700000
681,-12911.933594,16007.583984,382.122711,-0.002841,-0.005147,-0.483257,0.875459,22.733333
682,-12886.255859,16009.780273,382.296326,-0.003018,-0.005247,-0.498574,0.866826,22.766667
683,-12862.051758,16011.845703,382.463654,-0.003197,-0.005343,-0.513503,0.858065,22.800000
684,-12839.269531,16013.783203,382.624573,-0.003378,-0.005432,-0.528015,0.849211,22.833333
685,-12817.858398,16015.597656,382.779114,-0.003559,-0.005516,-0.542086,0.840297,22.866667
686,-12797.767578,16017.291992,382.927185,-0.003739,-0.005594,-0.555692,0.831361,22.900000
687,-12778.948242,16018.869141,383.068756,-0.003919,-0.005667,-0.568810,0.822440,22.933333
688,-12761.350586,16020.333984,383.203766,-0.004097,-0.005734,-0.581421,0.813573,22.966667
689,-12744.921875,16021.689453,383.332184,-0.004273,-0.005795,-0.593504,0.804799,23.000000
690,-12729.615234,16022.940430,383.453979,-0.004446,-0.005850,-0.605043,0.796159,23.033333
691,-12715.378906,16024.087891,383.569031,-0.004614,-0.005900,-0.616021,0.787694,23.066667
692,-12702.161133,16025.137695,383.677429,-0.004778,-0.005945,-0.626422,0.779447,23.100000
693,-12689.914062,16026.091797,383.778961,-0.004936,-0.005985,-0.636233,0.771458,23.133333
694,-12678.585938,16026.957031,383.873749,-0.005088,-0.006021,-0.645441,0.763770,23.166667
695,-12668.129883,16027.734375,383.961639,-0.005233,-0.006052,-0.654032,0.756425,23.200000
696,-12658.490234,16028.426758,384.042603,-0.005370,-0.006079,-0.661995,0.749465,23.233333
697,-12649.620117,16029.039062,384.116608,-0.005498,-0.006102,-0.669318,0.742931,23.266667
698,-12641.468750,16029.575195,384.183594,-0.005616,-0.006122,-0.675990,0.736864,23.300000
699,-12633.986328,16030.039062,384.243561,-0.005725,-0.006139,-0.681999,0.731305,23.333333
700,-12627.121094,16030.433594,384.296387,-0.005823,-0.006153,-0.687334,0.726292,23.366667
701,-12620.825195,16030.761719,384.342102,-0.005909,-0.006164,-0.691982,0.721864,23.400000
702,-12615.045898,16031.026367,384.380585,-0.005983,-0.006173,-0.695929,0.718059,23.433333
703,-12609.734375,16031.235352,384.411865,-0.006044,-0.006181,-0.699163,0.714910,23.466667
704,-12604.841797,16031.388672,384.435822,-0.006092,-0.006186,-0.701665,0.712454,23.500000
705,-12600.314453,16031.489258,384.452484,-0.006126,-0.006189,-0.703420,0.710721,23.533333
706,-12596.105469,16031.544922,384.461792,-0.006145,-0.006191,-0.704409,0.709741,23.566667
707,-12592.161133,16031.267578,384.463684,-0.006149,-0.006192,-0.704634,0.709518,23.600000
708,-12588.394531,16024.357422,384.458954,-0.006147,-0.006189,-0.704633,0.709518,23.633333
709,-12584.780273,16008.355469,384.448059,-0.006140,-0.006183,-0.704632,0.709519,23.666667
710,-12581.313477,15983.407227,384.431061,-0.006131,-0.006174,-0.704631,0.709520,23.700000
711,-12577.993164,15949.661133,384.408081,-0.006118,-0.006161,-0.704630,0.709522,23.733333
712,-12574.817383,15907.263672,384.379211,-0.006102,-0.006145,-0.704627,0.709525,23.766667
713,-12571.781250,15856.360352,384.344574,-0.006083,-0.006125,-0.704625,0.709528,23.800000
714,-12568.883789,15797.100586,384.304260,-0.006060,-0.006103,-0.704622,0.709531,23.833333
715,-12566.123047,15729.629883,384.258392,-0.006035,-0.006077,-0.704618,0.709535,23.866667
716,-12563.494141,15654.094727,384.207031,-0.006006,-0.006048,-0.704614,0.709539,23.900000
717,-12560.997070,15570.642578,384.150330,-0.005975,-0.006017,-0.704610,0.709544,23.933333
718,-12558.626953,15479.420898,384.088379,-0.005940,-0.005982,-0.704605,0.709549,23.966667
719,-12556.382812,15380.576172,384.021271,-0.005903,-0.005945,-0.704600,0.709555,24.000000
720,-12554.261719,15274.254883,383.949127,-0.005863,-0.005904,-0.704595,0.709561,24.033333
721,-12552.260742,15160.605469,383.872009,-0.005820,-0.005861,-0.704589,0.709567,24.066667
722,-12550.377930,15039.773438,383.790070,-0.005775,-0.005815,-0.704583,0.709574,24.100000
723,-12548.609375,14911.906250,383.703400,-0.005726,-0.005767,-0.704576,0.709582,24.133333
724,-12546.953125,14777.150391,383.612091,-0.005676,-0.005716,-0.704570,0.709589,24.166667
725,-12545.407227,14635.653320,383.516266,-0.005622,-0.005662,-0.704562,0.709597,24.200000
726,-12543.967773,14487.562500,383.416046,-0.005567,-0.005606,-0.704555,0.709606,24.233333
727,-12542.633789,14333.023438,383.311462,-0.005508,-0.005548,-0.704547,0.709614,24.266667
728,-12541.402344,14172.184570,383.202698,-0.005448,-0.005487,-0.704539,0.709623,24.300000
729,-12540.269531,14005.192383,383.089813,-0.005385,-0.005424,-0.704530,0.709633,24.333333
730,-12539.233398,13832.193359,382.972931,-0.005320,-0.005359,-0.704521,0.709643,24.366667
731,-12538.291992,13653.333984,382.852142,-0.005253,-0.005291,-0.704512,0.709653,24.400000
732,-12537.442383,13468.762695,382.727570,-0.005184,-0.005222,-0.704503,0.709663,24.433333
733,-12536.681641,13278.625000,382.599274,-0.005112,-0.005150,-0.704493,0.709674,24.466667
734,-12536.007812,13083.070312,382.467407,-0.005039,-0.005076,-0.704483,0.709685,24.500000
735,-12535.416992,12882.242188,382.332092,-0.004964,-0.005001,-0.704473,0.709696,24.533333
736,-12534.909180,12676.289062,382.193359,-0.004887,-0.004923,-0.704462,0.709708,24.566667
737,-12534.478516,12465.359375,382.051361,-0.004808,-0.004844,-0.704451,0.709720,24.600000
738,-12534.124023,12249.597656,381.906189,-0.004727,-0.004763,-0.704440,0.709732,24.633333
739,-12533.843750,12029.152344,381.757996,-0.004645,-0.004680,-0.704429,0.709744,24.666667
740,-12533.634766,11804.169922,381.606812,-0.004561,-0.004595,-0.704417,0.709756,24.700000
741,-12533.493164,11574.796875,381.452759,-0.004475,-0.004509,-0.704406,0.709769,24.733333
742,-12533.417969,11341.181641,381.295959,-0.004388,-0.004421,-0.704394,0.709782,24.766667
743,-12533.406250,11103.468750,381.136536,-0.004299,-0.004332,-0.704381,0.709795,24.800000
744,-12533.454102,10861.807617,380.974548,-0.004209,-0.004242,-0.704369,0.709809,24.833333
745,-12533.560547,10616.343750,380.810120,-0.004118,-0.004150,-0.704356,0.709822,24.866667
746,-12533.722656,10367.224609,380.643372,-0.004025,-0.004057,-0.704344,0.709836,24.900000
747,-12533.936523,10114.597656,380.474365,-0.003931,-0.003962,-0.704331,0.709850,24.933333
748,-12534.201172,9858.608398,380.303253,-0.003836,-0.003866,-0.704318,0.709864,24.966667
749,-12534.513672,9599.406250,380.130127,-0.003740,-0.003770,-0.704304,0.709878,25.000000
750,-12534.871094,9337.134766,379.955078,-0.003643,-0.003672,-0.704291,0.709893,25.033333
751,-12535.271484,9071.941406,379.778229,-0.003544,-0.003573,-0.704277,0.709907,25.066667
752,-12535.710938,8803.977539,379.599670,-0.003445,-0.003473,-0.704263,0.709922,25.100000
753,-12536.187500,8533.384766,379.419464,-0.003345,-0.003372,-0.704249,0.709937,25.133333
754,-12536.699219,8260.312500,379.237793,-0.003244,-0.003271,-0.704235,0.709952,25.166667
755,-12537.243164,7984.908691,379.054749,-0.003143,-0.003168,-0.704221,0.709967,25.200000
756,-12537.815430,7707.318359,378.870361,-0.003040,-0.003065,-0.704207,0.709982,25.233333
757,-12538.415039,7427.686523,378.684814,-0.002937,-0.002961,-0.704192,0.709997,25.266667
758,-12539.039062,7146.166016,378.498199,-0.002833,-0.002857,-0.704178,0.710012,25.300000
759,-12539.685547,6862.900391,378.310577,-0.002729,-0.002752,-0.704163,0.710027,25.333333
760,-12540.349609,6578.035156,378.122101,-0.002624,-0.002646,-0.704149,0.710043,25.366667
761,-12541.031250,6291.719727,377.932831,-0.002519,-0.002541,-0.704134,0.710058,25.400000
762,-12541.726562,6004.098633,377.742950,-0.002414,-0.002434,-0.704119,0.710074,25.433333
763,-12542.432617,5715.322266,377.552460,-0.002308,-0.002328,-0.704104,0.710089,25.466667
764,-12543.148438,5425.534180,377.361511,-0.002202,-0.002221,-0.704089,0.710105,25.500000
765,-12543.869141,5134.882812,377.170258,-0.002096,-0.002114,-0.704074,0.710120,25.533333
766,-12544.593750,4843.515625,376.978699,-0.001990,-0.002007,-0.704059,0.710136,25.566667
767,-12545.320312,4551.579102,376.787048,-0.001883,-0.001899,-0.704044,0.710151,25.600000
768,-12546.043945,4259.218750,376.595306,-0.001777,-0.001792,-0.704029,0.710167,25.633333
769,-12546.763672,3966.584961,376.403656,-0.001670,-0.001685,-0.704014,0.710182,25.666667
770,-12547.476562,3673.820312,376.212189,-0.001564,-0.001578,-0.703999,0.710197,25.700000
771,-12548.179688,3381.073242,376.020966,-0.001458,-0.001471,-0.703984,0.710213,25.733333
772,-12548.872070,3088.497070,375.830170,-0.001352,-0.001364,-0.703969,0.710228,25.766667
773,-12549.548828,2796.228516,375.639801,-0.001246,-0.001257,-0.703954,0.710243,25.800000
774,-12550.208008,2504.418945,375.450043,-0.001141,-0.001151,-0.703939,0.710259,25.833333
775,-12550.847656,2213.215820,375.260986,-0.001036,-0.001045,-0.703924,0.710274,25.866667
776,-12551.464844,1922.767578,375.072693,-0.000931,-0.000940,-0.703909,0.710289,25.900000
777,-12552.056641,1633.217773,374.885345,-0.000827,-0.000835,-0.703894,0.710304,25.933333
778,-12552.622070,1344.715820,374.698944,-0.000724,-0.000731,-0.703879,0.710319,25.966667
779,-12553.156250,1057.407227,374.513702,-0.000621,-0.000627,-0.703865,0.710334,26.000000
780,-12553.658203,771.438477,374.329651,-0.000519,-0.000524,-0.703850,0.710348,26.033333
781,-12554.125000,486.959961,374.146912,-0.000418,-0.000421,-0.703836,0.710363,26.066667
782,-12554.552734,204.115234,373.965607,-0.000317,-0.000320,-0.703821,0.710377,26.100000
